id_local,uf,municipio
969,MA,BENEDITO LEITE
970,MA,BEQUIMÃO
971,MA,BOA VISTA DO GURUPI
972,MA,BOM JARDIM
973,MA,BOM JESUS DAS SELVAS
974,MA,BOM LUGAR
975,MA,BREJO
976,MA,BREJO DE AREIA
977,MA,BURITI
978,MA,BURITI BRAVO
979,MA,BURITICUPU
980,MA,CACHOEIRA GRANDE
981,MA,CAJARI
982,MA,CAMPESTRE DO MARANHÃO
983,MA,CANTANHEDE
984,MA,CAPINZAL DO NORTE
985,MA,CAROLINA
986,MA,CARUTAPERA
987,MA,CAXIAS
988,MA,CENTRAL DO MARANHÃO
989,MA,CENTRO DO GUILHERME
990,MA,CENTRO NOVO DO MARANHÃO
991,MA,CHAPADINHA
992,MA,CIDELÂNDIA
993,MA,CODÓ
994,MA,COELHO NETO
995,MA,COLINAS
996,MA,CONCEIÇÃO DO LAGO-AÇU
997,MA,COROATÁ
998,MA,CURURUPU
999,MA,CÂNDIDO MENDES
1000,MA,DAVINÓPOLIS
1001,MA,DOM PEDRO
1002,MA,ESPERANTINÓPOLIS
1003,MA,ESTREITO
1004,MA,FORMOSA DA SERRA NEGRA
1005,MA,FORTALEZA DOS NOGUEIRAS
1006,MA,FORTUNA
1007,MA,GONÇALVES DIAS
1008,MA,GOVERNADOR ARCHER
1009,MA,GOVERNADOR EDISON LOBÃO
1010,MA,GOVERNADOR NEWTON BELLO
1011,MA,GOVERNADOR NUNES FREIRE
1012,MA,GRAJAÚ
1013,MA,GUIMARÃES
1014,MA,HUMBERTO DE CAMPOS
1015,MA,ICATU
1016,MA,IGARAPÉ DO MEIO
1017,MA,IGARAPÉ GRANDE
1018,MA,IMPERATRIZ
1019,MA,ITAIPAVA DO GRAJAÚ
1020,MA,ITAPECURU MIRIM
1021,MA,ITINGA DO MARANHÃO
1022,MA,JOSELÂNDIA
1023,MA,JOÃO LISBOA
1024,MA,LAGO DA PEDRA
1025,MA,LAGO DO JUNCO
1026,MA,LAGO VERDE
1027,MA,LAGOA DO MATO
1028,MA,LAGOA GRANDE DO MARANHÃO
1029,MA,LAJEADO NOVO
1030,MA,LIMA CAMPOS
1031,MA,LORETO
1032,MA,LUÍS DOMINGUES
1033,MA,MAGALHÃES DE ALMEIDA
1034,MA,MARACAÇUMÉ
1035,MA,MARANHÃOZINHO
1036,MA,MATA ROMA
1037,MA,MATINHA
1038,MA,MATÕES
1039,MA,MATÕES DO NORTE
1040,MA,MIRADOR
1041,MA,MIRANDA DO NORTE
1042,MA,MIRINZAL
1043,MA,MONÇÃO
1044,MA,MORROS
1045,MA,NINA RODRIGUES
1046,MA,NOVA OLINDA DO MARANHÃO
1047,MA,OLHO D´ÁGUA DAS CUNHÃS
1048,MA,OLINDA NOVA DO MARANHÃO
1049,MA,PALMEIRÂNDIA
1050,MA,PARAIBANO
1051,MA,PARNARAMA
1052,MA,PASSAGEM FRANCA
1053,MA,PASTOS BONS
1054,MA,PAULINO NEVES
1055,MA,PAULO RAMOS
1056,MA,PAÇO DO LUMIAR
1057,MA,PEDREIRAS
1058,MA,PEDRO DO ROSÁRIO
1059,MA,PENALVA
1060,MA,PERI MIRIM
1061,MA,PERITORÓ
1062,MA,PINDARÉ-MIRIM
1063,MA,PINHEIRO
1064,MA,PIO XII
1065,MA,PIRAPEMAS
1066,MA,PORTO FRANCO
1067,MA,POÇÃO DE PEDRAS
1068,MA,PRESIDENTE DUTRA
1069,MA,PRESIDENTE JUSCELINO
1070,MA,PRESIDENTE MÉDICI
1071,MA,PRESIDENTE SARNEY
1072,MA,PRESIDENTE VARGAS
1073,MA,PRIMEIRA CRUZ
1074,MA,RAPOSA
1075,MA,RIACHÃO
1076,MA,RIBAMAR FIQUENE
1077,MA,ROSÁRIO
1078,MA,SANTA HELENA
1079,MA,SANTA INÊS
1080,MA,SANTA LUZIA
1081,MA,SANTA LUZIA DO PARUÁ
1082,MA,SANTA QUITÉRIA DO MARANHÃO
1083,MA,SANTA RITA
1084,MA,SANTANA DO MARANHÃO
1085,MA,SANTO AMARO DO MARANHÃO
1086,MA,SANTO ANTÔNIO DOS LOPES
1087,MA,SATUBINHA
1088,MA,SENADOR LA ROCQUE
1089,MA,SERRANO DO MARANHÃO
1090,MA,SUCUPIRA DO RIACHÃO
1091,MA,SÃO BENEDITO DO RIO PRETO
1092,MA,SÃO BENTO
1093,MA,SÃO BERNARDO
1094,MA,SÃO DOMINGOS DO AZEITÃO
1095,MA,SÃO DOMINGOS DO MARANHÃO
1096,MA,SÃO FRANCISCO DO BREJÃO
1097,MA,SÃO FRANCISCO DO MARANHÃO
1098,MA,SÃO JOSÉ DE RIBAMAR
1099,MA,SÃO JOÃO BATISTA
1100,MA,SÃO JOÃO DO CARÚ
1101,MA,SÃO JOÃO DO PARAÍSO
1102,MA,SÃO JOÃO DO SOTER
1103,MA,SÃO JOÃO DOS PATOS
1104,MA,SÃO LUÍS
1105,MA,SÃO LUÍS GONZAGA DO MARANHÃO
1106,MA,SÃO MATEUS DO MARANHÃO
1107,MA,SÃO PEDRO DA ÁGUA BRANCA
1108,MA,SÃO RAIMUNDO DAS MANGABEIRAS
1109,MA,SÃO RAIMUNDO DO DOCA BEZERRA
1110,MA,SÃO VICENTE FERRER
1111,MA,SÍTIO NOVO
1112,MA,TASSO FRAGOSO
1113,MA,TIMBIRAS
1114,MA,TIMON
1115,MA,TRIZIDELA DO VALE
1116,MA,TUNTUM
1117,MA,TURIAÇU
1118,MA,TURILÂNDIA
1119,MA,TUTÓIA
1120,MA,URBANO SANTOS
1121,MA,VARGEM GRANDE
1122,MA,VIANA
1123,MA,VILA NOVA DOS MARTÍRIOS
1124,MA,VITORINO FREIRE
1125,MA,VITÓRIA DO MEARIM
1126,MA,ZÉ DOCA
1127,MA,ÁGUA DOCE DO MARANHÃO
1128,MG,ABADIA DOS DOURADOS
1129,MG,ABAETÉ
1130,MG,ABRE CAMPO
1131,MG,AIMORÉS
1132,MG,ALAGOA
1133,MG,ALBERTINA
1134,MG,ALFENAS
1135,MG,ALMENARA
1136,MG,ALPERCATA
1137,MG,ALPINÓPOLIS
1138,MG,ALTEROSA
1139,MG,ALTO CAPARAÓ
1140,MG,ALTO RIO DOCE
1141,MG,ALVARENGA
1142,MG,ALVINÓPOLIS
1143,MG,ALVORADA DE MINAS
1144,MG,ALÉM PARAÍBA
1145,MG,ANDRADAS
1146,MG,ANDRELÂNDIA
1147,MG,ANGELÂNDIA
1148,MG,ANTÔNIO CARLOS
1149,MG,ANTÔNIO DIAS
1150,MG,ARAGUARI
1151,MG,ARANTINA
1152,MG,ARAPORÃ
1153,MG,ARAXÁ
1154,MG,ARAÇUAÍ
1155,MG,ARAÚJOS
1156,MG,ARCEBURGO
1157,MG,ARCOS
1158,MG,AREADO
1159,MG,ARGIRITA
1160,MG,ARINOS
1161,MG,ASTOLFO DUTRA
1162,MG,ATALÉIA
1163,MG,AUGUSTO DE LIMA
1164,MG,AÇUCENA
1165,MG,BAEPENDI
1166,MG,BALDIM
1167,MG,BAMBUÍ
1168,MG,BANDEIRA
1169,MG,BARBACENA
1170,MG,BARROSO
1171,MG,BARÃO DE COCAIS
1172,MG,BELMIRO BRAGA
1173,MG,BELO HORIZONTE
1174,MG,BELO ORIENTE
1175,MG,BELO VALE
1176,MG,BERILO
1177,MG,BERIZAL
1178,MG,BERTÓPOLIS
1179,MG,BETIM
1180,MG,BICAS
1181,MG,BIQUINHAS
1182,MG,BOA ESPERANÇA
1183,MG,BOCAINA DE MINAS
1184,MG,BOCAIÚVA
1185,MG,BOM DESPACHO
1186,MG,BOM JARDIM DE MINAS
1187,MG,BOM JESUS DA PENHA
1188,MG,BOM JESUS DO GALHO
1189,MG,BOM REPOUSO
1190,MG,BOM SUCESSO
1191,MG,BONFIM
1192,MG,BONFINÓPOLIS DE MINAS
1193,MG,BONITO DE MINAS
1194,MG,BORDA DA MATA
1195,MG,BOTELHOS
1196,MG,BOTUMIRIM
1197,MG,BRASILÂNDIA DE MINAS
1198,MG,BRASÍLIA DE MINAS
1199,MG,BRASÓPOLIS
1200,MG,BRAÚNAS
1201,MG,BRUMADINHO
1202,MG,BRÁS PIRES
1203,MG,BUENO BRANDÃO
1204,MG,BUENÓPOLIS
1205,MG,BURITIS
1206,MG,BURITIZEIRO
1207,MG,CABECEIRA GRANDE
1208,MG,CACHOEIRA DE MINAS
1209,MG,CAETANÓPOLIS
1210,MG,CAETÉ
1211,MG,CALDAS
1212,MG,CAMANDUCAIA
1213,MG,CAMBUQUIRA
1214,MG,CAMBUÍ
1215,MG,CAMPANHA
1216,MG,CAMPANÁRIO
1217,MG,CAMPESTRE
1218,MG,CAMPINA VERDE
1219,MG,CAMPO AZUL
1220,MG,CAMPO BELO
1221,MG,CAMPO DO MEIO
1222,MG,CAMPO FLORIDO
1223,MG,CAMPOS ALTOS
1224,MG,CAMPOS GERAIS
1225,MG,CANA VERDE
1226,MG,CANDEIAS
1227,MG,CANÁPOLIS
1228,MG,CAPARAÓ
1229,MG,CAPELA NOVA
1230,MG,CAPELINHA
1231,MG,CAPETINGA
1232,MG,CAPIM BRANCO
1233,MG,CAPINÓPOLIS
1234,MG,CAPITÃO ANDRADE
1235,MG,CAPITÃO ENÉAS
1236,MG,CAPITÓLIO
1237,MG,CAPUTIRA
1238,MG,CARANDAÍ
1239,MG,CARANGOLA
1240,MG,CARATINGA
1241,MG,CARAÍ
1242,MG,CARBONITA
1243,MG,CAREAÇU
1244,MG,CARLOS CHAGAS
1245,MG,CARMO DA CACHOEIRA
1246,MG,CARMO DA MATA
1247,MG,CARMO DE MINAS
1248,MG,CARMO DO CAJURU
1249,MG,CARMO DO PARANAÍBA
1250,MG,CARMO DO RIO CLARO
1251,MG,CARMÉSIA
1252,MG,CARMÓPOLIS DE MINAS
1253,MG,CARNEIRINHO
1254,MG,CARRANCAS
1255,MG,CARVALHOS
1256,MG,CARVALHÓPOLIS
1257,MG,CATAGUASES
1258,MG,CATAS ALTAS DA NORUEGA
1259,MG,CATUJI
1260,MG,CATUTI
1261,MG,CAXAMBU
1262,MG,CENTRAL DE MINAS
1263,MG,CENTRALINA
1264,MG,CHALÉ
1265,MG,CHAPADA DO NORTE
1266,MG,CHAPADA GAÚCHA
1267,MG,CHIADOR
1268,MG,CHÁCARA
1269,MG,CIPOTÂNEA
1270,MG,CLARO DOS POÇÕES
1271,MG,CLÁUDIO
1272,MG,COIMBRA
1273,MG,COLUNA
1274,MG,CONCEIÇÃO DA APARECIDA
1275,MG,CONCEIÇÃO DAS ALAGOAS
1276,MG,CONCEIÇÃO DE IPANEMA
1277,MG,CONCEIÇÃO DO MATO DENTRO
1278,MG,CONCEIÇÃO DO RIO VERDE
1279,MG,CONCEIÇÃO DOS OUROS
1280,MG,CONFINS
1281,MG,CONGONHAL
1282,MG,CONGONHAS
1283,MG,CONGONHAS DO NORTE
1284,MG,CONQUISTA
1285,MG,CONSELHEIRO LAFAIETE
1286,MG,CONSELHEIRO PENA
1287,MG,CONTAGEM
1288,MG,COQUEIRAL
1289,MG,CORAÇÃO DE JESUS
1290,MG,CORDISLÂNDIA
1291,MG,CORINTO
1292,MG,COROACI
1293,MG,COROMANDEL
1294,MG,CORONEL FABRICIANO
1295,MG,CORONEL MURTA
1296,MG,COUTO DE MAGALHÃES DE MINAS
1297,MG,CRISTAIS
1298,MG,CRISTINA
1299,MG,CRISTÁLIA
1300,MG,CRISÓLITA
1301,MG,CRUCILÂNDIA
1302,MG,CRUZÍLIA
1303,MG,CUPARAQUE
1304,MG,CURRAL DE DENTRO
1305,MG,CURVELO
1306,MG,CÁSSIA
1307,MG,DELFINÓPOLIS
1308,MG,DELTA
1309,MG,DESTERRO DE ENTRE RIOS
1310,MG,DESTERRO DO MELO
1311,MG,DIAMANTINA
1312,MG,DIONÍSIO
1313,MG,DIVINO
1314,MG,DIVINOLÂNDIA DE MINAS
1315,MG,DIVINÓPOLIS
1316,MG,DIVISA ALEGRE
1317,MG,DIVISÓPOLIS
1318,MG,DOM CAVATI
1319,MG,DOM SILVÉRIO
1320,MG,DOM VIÇOSO
1321,MG,DORES DE CAMPOS
1322,MG,DORES DO INDAIÁ
1323,MG,DORES DO TURVO
1324,MG,DURANDÉ
1325,MG,ELÓI MENDES
1326,MG,ENGENHEIRO CALDAS
1327,MG,ENGENHEIRO NAVARRO
1328,MG,ENTRE FOLHAS
1329,MG,ENTRE RIOS DE MINAS
1330,MG,ERVÁLIA
1331,MG,ESMERALDAS
1332,MG,ESPERA FELIZ
1333,MG,ESPINOSA
1334,MG,ESPÍRITO SANTO DO DOURADO
1335,MG,ESTIVA
1336,MG,ESTRELA DO INDAIÁ
1337,MG,EUGENÓPOLIS
1338,MG,EXTREMA
1339,MG,FARIA LEMOS
1340,MG,FELISBURGO
1341,MG,FELIXLÂNDIA
1342,MG,FELÍCIO DOS SANTOS
1343,MG,FERROS
1344,MG,FERVEDOURO
1345,MG,FLORESTAL
1346,MG,FORMIGA
1347,MG,FORMOSO
1348,MG,FRANCISCO BADARÓ
1349,MG,FRANCISCO DUMONT
1350,MG,FRANCISCO SÁ
1351,MG,FREI GASPAR
1352,MG,FREI INOCÊNCIO
1353,MG,FRONTEIRA
1354,MG,FRONTEIRA DOS VALES
1355,MG,FRUTAL
1356,MG,FUNILÂNDIA
1357,MG,GALILÉIA
1358,MG,GOIABEIRA
1359,MG,GONZAGA
1360,MG,GONÇALVES
1361,MG,GOUVEIA
1362,MG,GOVERNADOR VALADARES
1363,MG,GRÃO MOGOL
1364,MG,GUANHÃES
1365,MG,GUAPÉ
1366,MG,GUARACIABA
1367,MG,GUARANÉSIA
1368,MG,GUAXUPÉ
1369,MG,GUIMARÂNIA
1370,MG,HELIODORA
1371,MG,IAPU
1372,MG,IBERTIOGA
1373,MG,IBIRACATU
1374,MG,IBIRACI
1375,MG,IBIRITÉ
1376,MG,IBITIÚRA DE MINAS
1377,MG,IBIÁ
1378,MG,ICARAÍ DE MINAS
1379,MG,IGARAPÉ
1380,MG,IGARATINGA
1381,MG,IGUATAMA
1382,MG,IJACI
1383,MG,ILICÍNEA
1384,MG,IMBÉ DE MINAS
1385,MG,INCONFIDENTES
1386,MG,INGAÍ
1387,MG,INHAPIM
1388,MG,INHAÚMA
1389,MG,INIMUTABA
1390,MG,IPABA
1391,MG,IPANEMA
1392,MG,IPATINGA
1393,MG,IPUIÚNA
1394,MG,IRAÍ DE MINAS
1395,MG,ITABIRA
1396,MG,ITABIRINHA
1397,MG,ITABIRITO
1398,MG,ITACARAMBI
1399,MG,ITAGUARA
1400,MG,ITAIPÉ
1401,MG,ITAJUBÁ
1402,MG,ITAMARANDIBA
1403,MG,ITAMBACURI
1404,MG,ITAMONTE
1405,MG,ITANHANDU
1406,MG,ITANHOMI
1407,MG,ITAOBIM
1408,MG,ITAPAGIPE
1409,MG,ITAPECERICA
1410,MG,ITAPEVA
1411,MG,ITATIAIUÇU
1412,MG,ITAÚ DE MINAS
1413,MG,ITAÚNA
1414,MG,ITINGA
1415,MG,ITUIUTABA
1416,MG,ITURAMA
1417,MG,ITUTINGA
1418,MG,JABOTICATUBAS
1419,MG,JACINTO
1420,MG,JACUTINGA
1421,MG,JACUÍ
1422,MG,JAMPRUCA
1423,MG,JANAÚBA
1424,MG,JANUÁRIA
1425,MG,JAPONVAR
1426,MG,JAÍBA
1427,MG,JECEABA
1428,MG,JENIPAPO DE MINAS
1429,MG,JEQUERI
1430,MG,JEQUITAÍ
1431,MG,JEQUITINHONHA
1432,MG,JESUÂNIA
1433,MG,JOAÍMA
1434,MG,JORDÂNIA
1435,MG,JOSENÓPOLIS
1436,MG,JOSÉ GONÇALVES DE MINAS
1437,MG,JOSÉ RAYDAN
1438,MG,JOÃO MONLEVADE
1439,MG,JOÃO PINHEIRO
1440,MG,JUATUBA
1441,MG,JUIZ DE FORA
1442,MG,JURAMENTO
1443,MG,LADAINHA
1444,MG,LAGAMAR
1445,MG,LAGOA DA PRATA
1446,MG,LAGOA DOS PATOS
1447,MG,LAGOA DOURADA
1448,MG,LAGOA FORMOSA
1449,MG,LAGOA GRANDE
1450,MG,LAGOA SANTA
1451,MG,LAJINHA
1452,MG,LAMBARI
1453,MG,LAMIM
1454,MG,LARANJAL
1455,MG,LASSANCE
1456,MG,LAVRAS
1457,MG,LEME DO PRADO
1458,MG,LEOPOLDINA
1459,MG,LIBERDADE
1460,MG,LIMA DUARTE
1461,MG,LIMEIRA DO OESTE
1462,MG,LONTRA
1463,MG,LUISBURGO
1464,MG,LUMINÁRIAS
1465,MG,LUZ
1466,MG,MACHACALIS
1467,MG,MACHADO
1468,MG,MALACACHETA
1469,MG,MANGA
1470,MG,MANHUAÇU
1471,MG,MANHUMIRIM
1472,MG,MANTENA
1473,MG,MAR DE ESPANHA
1474,MG,MARAVILHAS
1475,MG,MARIA DA FÉ
1476,MG,MARIANA
1477,MG,MARIPÁ DE MINAS
1478,MG,MARLIÉRIA
1479,MG,MARTINHO CAMPOS
1480,MG,MATA VERDE
1481,MG,MATEUS LEME
1482,MG,MATHIAS LOBATO
1483,MG,MATIAS BARBOSA
1484,MG,MATIAS CARDOSO
1485,MG,MATIPÓ
1486,MG,MATO VERDE
1487,MG,MATOZINHOS
1488,MG,MEDINA
1489,MG,MENDES PIMENTEL
1490,MG,MERCÊS
1491,MG,MINAS NOVAS
1492,MG,MINDURI
1493,MG,MIRABELA
1494,MG,MIRADOURO
1495,MG,MIRAÍ
1496,MG,MOEMA
1497,MG,MONSENHOR PAULO
1498,MG,MONTALVÂNIA
1499,MG,MONTE ALEGRE DE MINAS
1500,MG,MONTE AZUL
1501,MG,MONTE BELO
1502,MG,MONTE CARMELO
1503,MG,MONTE FORMOSO
1504,MG,MONTE SANTO DE MINAS
1505,MG,MONTE SIÃO
1506,MG,MONTES CLAROS
1507,MG,MONTEZUMA
1508,MG,MUNHOZ
1509,MG,MURIAÉ
1510,MG,MUTUM
1511,MG,MUZAMBINHO
1512,MG,MÁRIO CAMPOS
1513,MG,NANUQUE
1514,MG,NAQUE
1515,MG,NATALÂNDIA
1516,MG,NATÉRCIA
1517,MG,NAZARENO
1518,MG,NEPOMUCENO
1519,MG,NINHEIRA
1520,MG,NOVA BELÉM
1521,MG,NOVA ERA
1522,MG,NOVA LIMA
1523,MG,NOVA PONTE
1524,MG,NOVA PORTEIRINHA
1525,MG,NOVA RESENDE
1526,MG,NOVA SERRANA
1527,MG,NOVO CRUZEIRO
1528,MG,NOVO ORIENTE DE MINAS
1529,MG,NOVORIZONTE
1530,MG,OLIVEIRA
1531,MG,OURO BRANCO
1532,MG,OURO FINO
1533,MG,OURO PRETO
1534,MG,PADRE CARVALHO
1535,MG,PADRE PARAÍSO
1536,MG,PAINS
1537,MG,PALMA
1538,MG,PALMÓPOLIS
1539,MG,PAPAGAIOS
1540,MG,PARACATU
1541,MG,PARAGUAÇU
1542,MG,PARAISÓPOLIS
1543,MG,PARAOPEBA
1544,MG,PARÁ DE MINAS
1545,MG,PASSA QUATRO
1546,MG,PASSA-VINTE
1547,MG,PASSOS
1548,MG,PATOS DE MINAS
1549,MG,PATROCÍNIO
1550,MG,PEDRA AZUL
1551,MG,PEDRA BONITA
1552,MG,PEDRALVA
1553,MG,PEDRO LEOPOLDO
1554,MG,PEQUI
1555,MG,PERDIGÃO
1556,MG,PERDIZES
1557,MG,PERDÕES
1558,MG,PERIQUITO
1559,MG,PESCADOR
1560,MG,PEÇANHA
1561,MG,PIEDADE DOS GERAIS
1562,MG,PINTÓPOLIS
1563,MG,PIRACEMA
1564,MG,PIRANGA
1565,MG,PIRANGUINHO
1566,MG,PIRAPETINGA
1567,MG,PIRAPORA
1568,MG,PIRAÚBA
1569,MG,PITANGUI
1570,MG,PIUMHI
1571,MG,PLANURA
1572,MG,POCRANE
1573,MG,POMPÉU
1574,MG,PONTE NOVA
1575,MG,PONTO DOS VOLANTES
1576,MG,PORTEIRINHA
1577,MG,PORTO FIRME
1578,MG,POTÉ
1579,MG,POUSO ALEGRE
1580,MG,POUSO ALTO
1581,MG,POÇO FUNDO
1582,MG,POÇOS DE CALDAS
1583,MG,PRADOS
1584,MG,PRATA
1585,MG,PRATÁPOLIS
1586,MG,PRESIDENTE BERNARDES
1587,MG,PRESIDENTE KUBITSCHEK
1588,MG,PRESIDENTE OLEGÁRIO
1589,MG,PRUDENTE DE MORAIS
1590,MG,RAPOSOS
1591,MG,RAUL SOARES
1592,MG,RECREIO
1593,MG,REDUTO
1594,MG,RESENDE COSTA
1595,MG,RESPLENDOR
1596,MG,RIACHINHO
1597,MG,RIACHO DOS MACHADOS
1598,MG,RIBEIRÃO DAS NEVES
1599,MG,RIO ACIMA
1600,MG,RIO CASCA
1601,MG,RIO DO PRADO
1602,MG,RIO ESPERA
1603,MG,RIO MANSO
1604,MG,RIO NOVO
1605,MG,RIO PARANAÍBA
1606,MG,RIO PARDO DE MINAS
1607,MG,RIO PIRACICABA
1608,MG,RIO POMBA
1609,MG,RIO VERMELHO
1610,MG,RODEIRO
1611,MG,ROSÁRIO DA LIMEIRA
1612,MG,RUBIM
1613,MG,SABARÁ
1614,MG,SABINÓPOLIS
1615,MG,SACRAMENTO
1616,MG,SALINAS
1617,MG,SALTO DA DIVISA
1618,MG,SANTA BÁRBARA
1619,MG,SANTA BÁRBARA DO LESTE
1620,MG,SANTA BÁRBARA DO TUGÚRIO
1621,MG,SANTA EFIGÊNIA DE MINAS
1622,MG,SANTA FÉ DE MINAS
1623,MG,SANTA JULIANA
1624,MG,SANTA LUZIA
1625,MG,SANTA MARGARIDA
1626,MG,SANTA MARIA DE ITABIRA
1627,MG,SANTA MARIA DO SALTO
1628,MG,SANTA MARIA DO SUAÇUÍ
1629,MG,SANTA RITA DE CALDAS
1630,MG,SANTA RITA DE JACUTINGA
1631,MG,SANTA RITA DE MINAS
1632,MG,SANTA RITA DO ITUETO
1633,MG,SANTA RITA DO SAPUCAÍ
1634,MG,SANTA VITÓRIA
1635,MG,SANTANA DA VARGEM
1636,MG,SANTANA DE PIRAPAMA
1637,MG,SANTANA DO MANHUAÇU
1638,MG,SANTANA DO PARAÍSO
1639,MG,SANTANA DO RIACHO
1640,MG,SANTO ANTÔNIO DO AMPARO
1641,MG,SANTO ANTÔNIO DO AVENTUREIRO
1642,MG,SANTO ANTÔNIO DO GRAMA
1643,MG,SANTO ANTÔNIO DO JACINTO
1644,MG,SANTO ANTÔNIO DO MONTE
1645,MG,SANTO ANTÔNIO DO RETIRO
1646,MG,SANTO HIPÓLITO
1647,MG,SANTOS DUMONT
1648,MG,SAPUCAÍ-MIRIM
1649,MG,SARDOÁ
1650,MG,SARZEDO
1651,MG,SENADOR AMARAL
1652,MG,SENADOR JOSÉ BENTO
1653,MG,SENADOR MODESTINO GONÇALVES
1654,MG,SENHORA DE OLIVEIRA
1655,MG,SENHORA DOS REMÉDIOS
1656,MG,SERICITA
1657,MG,SERITINGA
1658,MG,SERRA DA SAUDADE
1659,MG,SERRA DO SALITRE
1660,MG,SERRA DOS AIMORÉS
1661,MG,SERRANIA
1662,MG,SERRANÓPOLIS DE MINAS
1663,MG,SERRO
1664,MG,SETE LAGOAS
1665,MG,SETUBINHA
1666,MG,SILVIANÓPOLIS
1667,MG,SIMONÉSIA
1668,MG,SOLEDADE DE MINAS
1669,MG,SÃO BENTO ABADE
1670,MG,SÃO BRÁS DO SUAÇUÍ
1671,MG,SÃO DOMINGOS DAS DORES
1672,MG,SÃO DOMINGOS DO PRATA
1673,MG,SÃO FRANCISCO
1674,MG,SÃO FRANCISCO DE SALES
1675,MG,SÃO FRANCISCO DO GLÓRIA
1676,MG,SÃO GERALDO
1677,MG,SÃO GONÇALO DO PARÁ
1678,MG,SÃO GONÇALO DO RIO ABAIXO
1679,MG,SÃO GONÇALO DO RIO PRETO
1680,MG,SÃO GONÇALO DO SAPUCAÍ
1681,MG,SÃO GOTARDO
1682,MG,SÃO JOAQUIM DE BICAS
1683,MG,SÃO JOSÉ DA BARRA
1684,MG,SÃO JOSÉ DA LAPA
1685,MG,SÃO JOSÉ DA VARGINHA
1686,MG,SÃO JOSÉ DO GOIABAL
1687,MG,SÃO JOSÉ DO JACURI
1688,MG,SÃO JOÃO DA PONTE
1689,MG,SÃO JOÃO DAS MISSÕES
1690,MG,SÃO JOÃO DEL REI
1691,MG,SÃO JOÃO DO MANHUAÇU
1692,MG,SÃO JOÃO DO MANTENINHA
1693,MG,SÃO JOÃO DO ORIENTE
1694,MG,SÃO JOÃO DO PARAÍSO
1695,MG,SÃO JOÃO EVANGELISTA
1696,MG,SÃO JOÃO NEPOMUCENO
1697,MG,SÃO LOURENÇO
1698,MG,SÃO PEDRO DA UNIÃO
1699,MG,SÃO PEDRO DO SUAÇUÍ
1700,MG,SÃO PEDRO DOS FERROS
1701,MG,SÃO ROMÃO
1702,MG,SÃO ROQUE DE MINAS
1703,MG,SÃO SEBASTIÃO DA BELA VISTA
1704,MG,SÃO SEBASTIÃO DO ANTA
1705,MG,SÃO SEBASTIÃO DO MARANHÃO
1706,MG,SÃO SEBASTIÃO DO PARAÍSO
1707,MG,SÃO SEBASTIÃO DO RIO VERDE
1708,MG,SÃO THOMÉ DAS LETRAS
1709,MG,SÃO TIAGO
1710,MG,SÃO TOMÁS DE AQUINO
1711,MG,SÃO VICENTE DE MINAS
1712,MG,TABULEIRO
1713,MG,TAIOBEIRAS
1714,MG,TAPARUBA
1715,MG,TEÓFILO OTONI
1716,MG,TIMÓTEO
1717,MG,TIRADENTES
1718,MG,TIROS
1719,MG,TOCANTINS
1720,MG,TOCOS DO MOJI
1721,MG,TOLEDO
1722,MG,TOMBOS
1723,MG,TRÊS CORAÇÕES
1724,MG,TRÊS MARIAS
1725,MG,TRÊS PONTAS
1726,MG,TUMIRITINGA
1727,MG,TUPACIGUARA
1728,MG,TURMALINA
1729,MG,TURVOLÂNDIA
1730,MG,UBAPORANGA
1731,MG,UBAÍ
1732,MG,UBERABA
1733,MG,UBERLÂNDIA
1734,MG,UBÁ
1735,MG,UMBURATIBA
1736,MG,UNAÍ
1737,MG,UNIÃO DE MINAS
1738,MG,URUANA DE MINAS
1739,MG,URUCUIA
1740,MG,URUCÂNIA
1741,MG,VARGEM ALEGRE
1742,MG,VARGEM GRANDE DO RIO PARDO
1743,MG,VARGINHA
1744,MG,VARJÃO DE MINAS
1745,MG,VARZELÂNDIA
1746,MG,VAZANTE
1747,MG,VERDELÂNDIA
1748,MG,VEREDINHA
1749,MG,VERMELHO NOVO
1750,MG,VESPASIANO
1751,MG,VIRGEM DA LAPA
1752,MG,VIRGINÓPOLIS
1753,MG,VIRGÍNIA
1754,MG,VISCONDE DO RIO BRANCO
1755,MG,VIÇOSA
1756,MG,VÁRZEA DA PALMA
1757,MG,ÁGUA BOA
1758,MG,ÁGUAS FORMOSAS
1759,MG,ÁGUAS VERMELHAS
1760,MS,ALCINÓPOLIS
1761,MS,AMAMBAÍ
1762,MS,ANASTÁCIO
1763,MS,ANAURILÂNDIA
1764,MS,ANGÉLICA
1765,MS,ANTÔNIO JOÃO
1766,MS,APARECIDA DO TABOADO
1767,MS,AQUIDAUANA
1768,MS,ARAL MOREIRA
1769,MS,BANDEIRANTES
1770,MS,BATAGUASSU
1771,MS,BATAYPORÃ
1772,MS,BELA VISTA
1773,MS,BODOQUENA
1774,MS,BONITO
1775,MS,BRASILÂNDIA
1776,MS,CAARAPÓ
1777,MS,CAMAPUÃ
1778,MS,CAMPO GRANDE
1779,MS,CARACOL
1780,MS,CASSILÂNDIA
1781,MS,CHAPADÃO DO SUL
1782,MS,CORGUINHO
1783,MS,CORONEL SAPUCAIA
1784,MS,CORUMBÁ
1785,MS,COSTA RICA
1786,MS,COXIM
1787,MS,DEODÁPOLIS
