id_ies,nome_ies,organizacao_academica,sistema_de_ensino,categoria_administrativa,situacao_da_ies,UF_PROCESSO,UF_CADASTRO,municipio_processo,municipio_cadastro,uf,PUBLICA_PRIVADA,AMBITO_ADMINISTRATIVO
1423,FACULDADE IDEAL WYDEN - FACI WYDEN,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PA,PA,Belém,Belém,PA,PRIVADA,FEDERAL
14230,FACULDADE PRESIDENTE ANTONIO CARLOS DE TOCANTINS - FUNEES,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,MG,MG,Tocantins,Tocantins,MG,PRIVADA,FEDERAL
14231,FACULDADE PRESIDENTE ANTONIO CARLOS DE URUANA DE MINAS - FUNEES,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,MG,MG,Uruana de Minas,Uruana de Minas,MG,PRIVADA,FEDERAL
14232,FACULDADE PRESIDENTE ANTONIO CARLOS DE VESPASIANO - FUNEES,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,MG,MG,Vespasiano,Vespasiano,MG,PRIVADA,FEDERAL
14233,INSTITUTO DE ENSINO SUPERIOR DO TRAIRI - IEST,INSTITUTO SUPERIOR OU ESCOLA SUPERIOR,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RN,,Santa Cruz,,RN,PRIVADA,FEDERAL
14234,INSTITUTO GALILEO DE ENSINO SUPERIOR - INSTITUTO GALILEO,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PI,,Teresina,,PI,PRIVADA,FEDERAL
14236,FACULDADE DE CIENCIAS GERENCIAIS - FACIG,FACULDADE,ESTADUAL,PÚBLICA ESTADUAL,EXTINTA,MG,MG,Cláudio,Cláudio,MG,PÚBLICA,ESTADUAL
14241,FACULDADE PRESIDENTE ANTONIO CARLOS DE ANDRE DA SILVEIRA -,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,MG,MG,Andrelândia,Andrelândia,MG,PRIVADA,FEDERAL
14242,FACULDADE CONEXAO - CONEXÃO,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,MG,MG,Timóteo,Timóteo,MG,PRIVADA,FEDERAL
14243,FACULDADE PRESIDENTE ANTONIO CARLOS DE ITABIRITO -,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,MG,MG,Itabirito,Itabirito,MG,PRIVADA,FEDERAL
14244,FACULDADE PRESIDENTE ANTONIO CARLOS DE MONTE CARMELO -,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,MG,MG,Monte Carmelo,Monte Carmelo,MG,PRIVADA,FEDERAL
14245,FACULDADE PRESIDENTE ANTONIO CARLOS DE CAMPINA VERDE -,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,MG,MG,Campina Verde,Campina Verde,MG,PRIVADA,FEDERAL
14246,FACULDADE PRESIDENTE ANTONIO CARLOS DE UBERABA -,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,MG,MG,Uberaba,Uberaba,MG,PRIVADA,FEDERAL
14247,FACULDADE PRESIDENTE ANTONIO CARLOS DE TUPACIGUARA -,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,MG,MG,Tupaciguara,Tupaciguara,MG,PRIVADA,FEDERAL
14248,FACULDADE PRESIDENTE ANTONIO CARLOS DE UBERLANDIA -,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,MG,MG,Uberlândia,Uberlândia,MG,PRIVADA,FEDERAL
14249,FACULDADE PRESIDENTE ANTONIO CARLOS DE CONGONHAS -,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,MG,MG,Congonhas,Congonhas,MG,PRIVADA,FEDERAL
1425,FACULDADE EVOLUIR - FAEV,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,CE,CE,Fortaleza,Fortaleza,CE,PRIVADA,FEDERAL
14251,INSTITUTO SUPERIOR DE ENSINO DE ACREDITACAO E QUALIDADE EM SAUDE - ISAQS,FACULDADES INTEGRADAS,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,RJ,,Rio de Janeiro,,RJ,PRIVADA,FEDERAL
14254,FACULDADE SILVIANOPOLIS - FASIL,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,MG,,Silvianópolis,,MG,PRIVADA,FEDERAL
14256,INSTITUTO EQUALIS DE POS GRADUACAO -,INSTITUIÇÃO ESPECIALMENTE CREDENCIADA PARA OFERTA DE CURSOS LATO SENSU,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PR,,Curitiba,,PR,PRIVADA,FEDERAL
14257,FACULDADE FRANBRAN - FRANBRAN,FACULDADES INTEGRADAS,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MA,,Pinheiro,,MA,PRIVADA,FEDERAL
14258,INSTITUTO SUPERIOR DE ENSINO E PESQUISA DE CAMBUI - ISEPEC,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,MG,MG,Cambuí,Cambuí,MG,PRIVADA,FEDERAL
14259,FACULDADE DE DIREITO DO VALE RIO DE CONTAS - FADIVALE,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,BA,,Ipiaú,,BA,PRIVADA,FEDERAL
1426,INSTITUTO LUTERANO DE ENSINO SUPERIOR DE ITUMBIARA - ILES,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,GO,GO,Itumbiara,Itumbiara,GO,PRIVADA,FEDERAL
14261,FACULDADE PRESIDENTE ANTONIO CARLOS DE CONSELHEIRO PENA -,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,MG,MG,Conselheiro Pena,Conselheiro Pena,MG,PRIVADA,FEDERAL
14263,FACULDADE PRESIDENTE ANTONIO CARLOS DE ITAJUBA -,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,MG,MG,Itajubá,Itajubá,MG,PRIVADA,FEDERAL
14264,INSTITUTO SUPERIOR DE EDUCACCAO DE ITUIUTABA/SANTA VITORIA - ISEDI/SANTA VITORIA,INSTITUTO SUPERIOR OU ESCOLA SUPERIOR,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,MG,,Santa Vitória,,MG,PRIVADA,FEDERAL
1427,CENTRO UNIVERSITARIO DA SERRA GAUCHA - FSG,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,RS,RS,Caxias do Sul,Caxias do Sul,RS,PRIVADA,FEDERAL
14272,ESCOLA POLITECNICA DE TAPERA LTDA - POLI,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RS,,Santa Rosa,,RS,PRIVADA,FEDERAL
14276,FACULDADE DE TECNOLOGIA DO AMAPA - META,FACULDADE DE TECNOLOGIA,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,AP,,Macapá,,AP,PRIVADA,FEDERAL
1428,INSTITUTO DE ENSINO SUPERIOR PLANALTO - IESPLAN,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,DF,DF,Brasília,Brasília,DF,PRIVADA,FEDERAL
14280,INSTITUTO DE ENSINO E PESQUISA DO PIAUI LTDA - INEPI,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,PI,,Teresina,,PI,PRIVADA,FEDERAL
14282,FACULDADES INTEGRADAS EX LEGE DE SAO PAULO - FIELSP,FACULDADES INTEGRADAS,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
14284,CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO - UNIDADE OURO FINO - CESEP - OF,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,MG,,Ouro Fino,,MG,PRIVADA,FEDERAL
14285,CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO - UNIDADE SAO LOURENCO - CESEP-SL,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,MG,,São Lourenço,,MG,PRIVADA,FEDERAL
14288,FACULDADE CATOLICA DE SANTA CATARINA - FACASC,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,SC,SC,Florianópolis,Florianópolis,SC,PRIVADA,FEDERAL
14289,CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO - UNIDADE CONCEICAO DOS OUROS - CESEP - CO,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,MG,,Conceição dos Ouros,,MG,PRIVADA,FEDERAL
1429,FACULDADE BATISTA DO RIO DE JANEIRO - FBRJ,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,RJ,RJ,Rio de Janeiro,Rio de Janeiro,RJ,PRIVADA,FEDERAL
14290,CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO - UNIDADE CRISTINA - CESEP - CR,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,MG,,Cristina,,MG,PRIVADA,FEDERAL
14291,CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO - UNIDADE CAPETINGA - CESEP - CA,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,MG,,Capetinga,,MG,PRIVADA,FEDERAL
14292,CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO - UNIDADE CALDAS - CESEP - CAL,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,MG,,Caldas,,MG,PRIVADA,FEDERAL
14293,CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO - UNIDADE CAMANDUCAIA - CESEP - CAM,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,MG,,Camanducaia,,MG,PRIVADA,FEDERAL
14294,CENTRO DE ENSINO SUPERIOR SUL BRASILEIRO - CESULBRA,INSTITUTO SUPERIOR OU ESCOLA SUPERIOR,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SC,,Sombrio,,SC,PRIVADA,FEDERAL
14297,FACULDADE UNIRB - PARNAIBA -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PI,PI,Parnaíba,Parnaíba,PI,PRIVADA,FEDERAL
143,UNIVERSIDADE DE UBERABA - UNIUBE,UNIVERSIDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,MG,MG,Uberlândia,Uberlândia,MG,PRIVADA,FEDERAL
1430,CENTRO UNIVERSITARIO INGA -,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PR,PR,Maringá,Maringá,PR,PRIVADA,FEDERAL
14300,INSTITUTO SUPERIOR DE EDUCACAO NOSSA SENHORA DE SION - ISE,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,MG,,Campanha,,MG,PRIVADA,FEDERAL
14303,FACULDADE PADRAO DE SENADOR CANEDO - FAPSC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,GO,GO,Senador Canedo,Senador Canedo,GO,PRIVADA,FEDERAL
14306,ORGANIZACAO SULSANCAETANENSE DE EDUCACAO E CULTURA - FACULDADE TIJUCUSSU,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,São Caetano do Sul,,SP,PRIVADA,FEDERAL
14313,NOVA FACULDADE - NF,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,MG,MG,Contagem,Contagem,MG,PRIVADA,FEDERAL
14317,FACULDADE FAZENDA RIO GRANDE - FARG,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PR,,Fazenda Rio Grande,,PR,PRIVADA,FEDERAL
14318,ORGANIZACAO SULSANCAETANENSE DE EDUCACAO E CULTURA - FACULDADE TIJUCUSSU,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,São Caetano do Sul,,SP,PRIVADA,FEDERAL
1432,FACULDADE BERTIOGA - FABE,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,SP,SP,Bertioga,Bertioga,SP,PRIVADA,FEDERAL
14321,CENTRO UNIVERSITARIO MAURICIO DE NASSAU DE FORTALEZA - UNINASSAU FORTALEZA,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,CE,CE,Fortaleza,Fortaleza,CE,PRIVADA,FEDERAL
14326,FACULDADE DE TECNOLOGIA INSAEOS - INSAEOS,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,PR,PR,Cascavel,Cascavel,PR,PRIVADA,FEDERAL
14327,CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO - UNIDADE SANTA EFIGENIA DE MINAS - CESEP - SEM,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,MG,,Santa Efigênia de Minas,,MG,PRIVADA,FEDERAL
14328,CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO - UNIDADE MENDES PIMENTEL - CESEP - MP,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,MG,,Mendes Pimentel,,MG,PRIVADA,FEDERAL
1433,FACULDADE VILAS BOAS - FVB,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,Lençóis Paulista,Lençóis Paulista,SP,PRIVADA,FEDERAL
14330,CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO - UNIDADE ITABIRINHA - CESEP - ITA,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,MG,,Itabirinha,,MG,PRIVADA,FEDERAL
14332,FACULDADE LA SALLE - PORTO ALEGRE - FACSALLE,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,RS,,Porto Alegre,,RS,PRIVADA,FEDERAL
1434,CENTRO UNIVERSITARIO DE ITAPIRA UNIESI - UNIESI,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,Itapira,Itapira,SP,PRIVADA,FEDERAL
14342,FACULDADE REDENTOR DE CAMPOS - FACREDENTOR,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,RJ,RJ,Campos dos Goytacazes,Campos dos Goytacazes,RJ,PRIVADA,FEDERAL
14346,FACULDADE DE PONTA PORA - FAP,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,MS,,Ponta Porã,,MS,PRIVADA,FEDERAL
1435,FACULDADE DE VILA VELHA - UNIVILA,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,ES,ES,Vila Velha,Vila Velha,ES,PRIVADA,FEDERAL
14350,INSTITUTO SUPERIOR DE ENSINO SAO BENEDITO - INSESB,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MG,,Santa Luzia,,MG,PRIVADA,FEDERAL
14351,INSTITUTO SUPERIOR DE ENSINO SAO BENEDITO - INSESB,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PR,,Londrina,,PR,PRIVADA,FEDERAL
14359,FACULDADE AVANCADA DE TEOLOGIA - FAT,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SP,,Itapetininga,,SP,PRIVADA,FEDERAL
1436,CENTRO UNIVERSITARIO ESBAM - UNIESBAM,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,AM,AM,Manaus,Manaus,AM,PRIVADA,FEDERAL
14365,INSTITUTO SUPERIOR DE EDUCACAO E SAUDE GENESIS - ISESG,FACULDADE DE TECNOLOGIA,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RJ,,Niterói,,RJ,PRIVADA,FEDERAL
14367,FACULDADE EFICAZ - FACULDADE EFICAZ,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,PR,PR,Maringá,Maringá,PR,PRIVADA,FEDERAL
14368,FACULDADE TESTANDO O E-MEC - FACTESTE,FACULDADE,FEDERAL,,,DF,,Brasília,,DF,PRIVADA,FEDERAL
1437,ESCOLA SUPERIOR DE TECNOLOGIA E EDUCACAO DE RIO CLARO - ESRC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,SP,SP,Rio Claro,Rio Claro,SP,PRIVADA,FEDERAL
14373,AREA1 - FACULDADE DE CIENCIA E TECNOLOGIA DE RECIFE - AREA1,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PE,,Recife,,PE,PRIVADA,FEDERAL
14374,FACULDADE IUNI DE RECIFE - IUNI-REC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PE,,Recife,,PE,PRIVADA,FEDERAL
14375,FACULDADE IUNI DE FORTALEZA - IUNI-FOR,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,CE,,Fortaleza,,CE,PRIVADA,FEDERAL
14377,UNIAO DE ESCOLAS SUPERIORES DA FUNESO - UNESF,INSTITUTO SUPERIOR OU ESCOLA SUPERIOR,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,PE,,Olinda,,PE,PRIVADA,FEDERAL
14378,FACULDADE DE CIENCIAS MEDICAS DA SANTA CASA DE CAMPINAS - FCMSTACASACAMPINAS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,Campinas,,SP,PRIVADA,FEDERAL
1438,CENTRO UNIVERSITARIO FACAMP - FACAMP,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,Campinas,Campinas,SP,PRIVADA,FEDERAL
14381,FACULDADE PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA - FACJK,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,DF,,Brasília,,DF,PRIVADA,FEDERAL
14383,FACULDADE CNEC DE EDUCACAO DE UBERABA - FACEUB,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,MG,MG,Uberaba,Uberaba,MG,PRIVADA,FEDERAL
14387,TESTE43 - TESTE,FACULDADE,FEDERAL,,,PE,,Recife,,PE,PRIVADA,FEDERAL
1439,FACULDADE DE CIENCIAS ECONOMICAS - FACAMP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,SP,SP,Campinas,Campinas,SP,PRIVADA,FEDERAL
14390,TESTE50 - EMEC,FACULDADE,FEDERAL,,,BA,,Camaçari,,BA,PRIVADA,FEDERAL
14391,FACULDADE IUNI DE CAMACARI - IUNI-CAM,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,BA,,Camaçari,,BA,PRIVADA,FEDERAL
14394,FACULDADE IUNI DE SALVADOR - IUNI-SSA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,BA,,Salvador,,BA,PRIVADA,FEDERAL
14395,FACULDADES DO AGRESTE - FAGRE,FACULDADES INTEGRADAS,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,AL,,Arapiraca,,AL,PRIVADA,FEDERAL
14398,CENTRO EDUCACIONALSOARES DE OLIVEIRA - CESO,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SP,,Guaíra,,SP,PRIVADA,FEDERAL
14399,UNIVERSIDADE CORPORATIVA SECOVI MG - UCSMG,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,MG,,Belo Horizonte,,MG,PRIVADA,FEDERAL
144,FACULDADE DE CIENCIAS HUMANAS DE OLINDA - FACHO,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,PE,PE,Olinda,Olinda,PE,PRIVADA,FEDERAL
1440,INSTITUTO APHONSIANO DE ENSINO SUPERIOR - IAESUP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,GO,GO,Trindade,Trindade,GO,PRIVADA,FEDERAL
14401,FACULDADE DE TECNOLOGIA PORTO DAS MONCOES - FAMO,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,Porto Feliz,Porto Feliz,SP,PRIVADA,FEDERAL
14402,FACULDADE DECISIVA - FDC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,GO,,Senador Canedo,,GO,PRIVADA,FEDERAL
14403,CENTRO UNIVERSITARIO DO PARANA - UNIPA,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PR,PR,Curitiba,Curitiba,PR,PRIVADA,FEDERAL
14408,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE BRASILIA - IFB","INSTITUIÇÃO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",FEDERAL,PÚBLICA FEDERAL,ATIVA,DF,DF,Brasília,Brasília,DF,PÚBLICA,FEDERAL
1441,FACULDADE DE TECNOLOGIA DO PIAUI - FATEPI,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PI,PI,Teresina,Teresina,PI,PRIVADA,FEDERAL
14411,FACLESTE - IESF,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
14412,FACULDADE DE TECNOLOGIA SENAI PERNAMBUCO -,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,PE,PE,Recife,Recife,PE,PRIVADA,FEDERAL
14413,FACULDADE RENIL DO BRASIL - UNIRENIL,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,Mauá,Mauá,SP,PRIVADA,FEDERAL
14414,FACULDADE IUNI DE FEIRA DE SANTANA - IUNI-FSA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,BA,,Feira de Santana,,BA,PRIVADA,FEDERAL
1442,FACULDADE DE DIREITO DE TANGARA DA SERRA -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,MT,MT,Tangará da Serra,Tangará da Serra,MT,PRIVADA,FEDERAL
14424,FACULDADE DE CEREJEIRAS - FIC,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,RO,,Cerejeiras,,RO,PRIVADA,FEDERAL
14427,FUNDACAO REDE AMAZONICA - FRAM,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,AM,,Manaus,,AM,PRIVADA,FEDERAL
14429,FACULDADE ANHANGUERA DE MACEIO -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,AL,AL,Maceió,Maceió,AL,PRIVADA,FEDERAL
1443,FACULDADE VIVA VITORIA  - FAVIVA,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,ES,ES,Vitória,Vitória,ES,PRIVADA,FEDERAL
14431,ESCOLA DE APERFEICOAMENTO PROFISSIONAL - EAP,INSTITUIÇÃO ESPECIALMENTE CREDENCIADA PARA OFERTA DE CURSOS LATO SENSU,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SP,,São José do Rio Preto,,SP,PRIVADA,FEDERAL
14435,CONVENAUE_x0011_U&#152;[_x0008__x0019__x0018_H_x0012_YU&#153;Z&#152;H_x0011_]&#152;[&#153;U[_x001A_XØH_x0013_ZUØUE_x0011_U_x0019_&#152;[¹Ø - CGIEME,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,BA,,Lauro de Freitas,,BA,PRIVADA,FEDERAL
14436,FACULDADE DE TECNOLOGIA DIMENSAO - FATED,FACULDADE DE TECNOLOGIA,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PR,,Curitiba,,PR,PRIVADA,FEDERAL
14438,FACULDADE MIGUEL ARRAES DE ALENCAR - FMA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PE,,Vitória de Santo Antão,,PE,PRIVADA,FEDERAL
14439,IPPEO-INSTITUTO PARANAENSE DE PESQUISA E ENSINO EM ODONTOLOGIA - IPPEO,INSTITUIÇÃO ESPECIALMENTE CREDENCIADA PARA OFERTA DE CURSOS LATO SENSU,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PR,,Curitiba,,PR,PRIVADA,FEDERAL
1444,CENTRO UNIVERSITARIO EINSTEIN DE LIMEIRA - UNIEINSTEIN,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,SP,SP,Limeira,Limeira,SP,PRIVADA,FEDERAL
1445,CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA - CEUN-IMT,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,SP,SP,São Caetano do Sul,São Caetano do Sul,SP,PRIVADA,FEDERAL
1446,CENTRO UNIVERSITARIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN - UNIPLAN,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,DF,DF,Brasília,Brasília,DF,PRIVADA,FEDERAL
1449,FACULDADE DE IBAITI - FEATI,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PR,PR,Ibaiti,Ibaiti,PR,PRIVADA,FEDERAL
145,FACULDADE DE CIENCIAS HUMANAS E SOCIAIS - FCHS,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,RJ,RJ,Rio de Janeiro,Rio de Janeiro,RJ,PRIVADA,FEDERAL
1450,CENTRO UNIVERSITARIO DO CERRADO-PATROCINIO - UNICERP,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,MG,MG,Patrocínio,Patrocínio,MG,PRIVADA,FEDERAL
14504,FACULDADE IUNI DE JABOATAO DOS GUARARAPES - IUNI - JAGUAR,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PE,,Jaboatão dos Guararapes,,PE,PRIVADA,FEDERAL
14509,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA BAIANO - IF BAIANO","INSTITUIÇÃO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",FEDERAL,PÚBLICA FEDERAL,ATIVA,BA,BA,Guanambi,Guanambi,BA,PÚBLICA,FEDERAL
1451,FACULDADES INTEGRADAS DE SAO CARLOS - FADISC,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,SP,SP,São Carlos,São Carlos,SP,PRIVADA,FEDERAL
14516,FACULDADE SAINT PAUL - SAINT PAUL,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
14518,FACULDADE DE TECNOLOGIA DE TERAPIAS ORIENTAIS DE SAO PAULO - FATOSP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
1452,FACULDADE ANHANGUERA DE SAO LUIS - FASL,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,MA,MA,São Luís,São Luís,MA,PRIVADA,FEDERAL
