id_ies,nome_ies,organizacao_academica,sistema_de_ensino,categoria_administrativa,situacao_da_ies,UF_PROCESSO,UF_CADASTRO,municipio_processo,municipio_cadastro,uf,PUBLICA_PRIVADA,AMBITO_ADMINISTRATIVO
2755,CENTRO UNIVERSITARIO UNIASSELVI DE BRUSQUE -,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SC,SC,Brusque,Brusque,SC,PRIVADA,FEDERAL
2756,FACULDADE ANHANGUERA DE VALPARAISO -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,GO,GO,Valparaíso de Goiás,Valparaíso de Goiás,GO,PRIVADA,FEDERAL
2757,FACULDADE JK ADMINISTRACAO DE VALPARAISO - FACULDADE JK,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,GO,GO,Valparaíso de Goiás,Valparaíso de Goiás,GO,PRIVADA,FEDERAL
276,FACULDADE DE DIREITO DE SOROCABA - FADI,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,SP,SP,Sorocaba,Sorocaba,SP,PRIVADA,FEDERAL
2761,FACULDADE DO SERTAO - UESSBA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,BA,BA,Irecê,Irecê,BA,PRIVADA,FEDERAL
2763,FACULDADE DE CIENCIAS GERENCIAIS DE SAO GOTARDO - CESG,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,MG,MG,São Gotardo,São Gotardo,MG,PRIVADA,FEDERAL
2764,INSTITUTO DE ENSINO SUPERIOR DE OURO FINO - IESOF,INSTITUTO SUPERIOR OU ESCOLA SUPERIOR,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MG,,Ouro Fino,,MG,PRIVADA,FEDERAL
2766,FACULDADE EMPRESARIAL DE CHAPECO - FAEM,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SC,SC,Chapecó,Chapecó,SC,PRIVADA,FEDERAL
277,CENTRO UNIVERSITARIO AUGUSTO MOTTA - UNISUAM,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,RJ,RJ,Rio de Janeiro,Rio de Janeiro,RJ,PRIVADA,FEDERAL
2770,CENTRO UNIVERSITARIO FACUNICAMPS - FACUNICAMPS,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,GO,GO,Goiânia,Goiânia,GO,PRIVADA,FEDERAL
2771,CENTRO DE ENSINO SUPERIOR DE ILHEUS - CESUPI,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,BA,BA,Ilhéus,Ilhéus,BA,PRIVADA,FEDERAL
2773,FACULDADE ANHANGUERA DE MACAPA -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,AP,AP,Macapá,Macapá,AP,PRIVADA,FEDERAL
2774,CENTRO UNIVERSITARIO UNIFAFIBE - FAFIBE,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,SP,SP,Bebedouro,Bebedouro,SP,PRIVADA,FEDERAL
2775,FACULDADE CATOLICA DE VARZEA GRANDE - FACC-VG,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,MT,MT,Várzea Grande,Várzea Grande,MT,PRIVADA,FEDERAL
2779,FACULDADE DE INFORMATICA DE OURO PRETO DO OESTE - FIOURO,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,RO,RO,Ouro Preto do Oeste,Ouro Preto do Oeste,RO,PRIVADA,FEDERAL
278,FACULDADES INTEGRADAS SIMONSEN - FIS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,RJ,RJ,Rio de Janeiro,Rio de Janeiro,RJ,PRIVADA,FEDERAL
2783,FACULDADE EXPEDICIONARIOS DO BRASIL - FEB,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,CE,CE,Fortaleza,Fortaleza,CE,PRIVADA,FEDERAL
2784,FACULDADE FAE BLUMENAU -,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,SC,SC,Blumenau,Blumenau,SC,PRIVADA,FEDERAL
2787,FACULDADES PEQUENO PRINCIPE - IESPP,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,PR,PR,Curitiba,Curitiba,PR,PRIVADA,FEDERAL
279,CENTRO UNIVERSITARIO HELIO ALONSO - UNIFACHA,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,RJ,RJ,Rio de Janeiro,Rio de Janeiro,RJ,PRIVADA,FEDERAL
2791,FACULDADE DE CIENCIAS AGRARIAS E EXATAS DE PRIMAVERA DO LESTE -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,MT,MT,Primavera do Leste,Primavera do Leste,MT,PRIVADA,FEDERAL
2793,FACULDADE FIA DE GESTAO E TECNOLOGIA - FFGT,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
2794,FACULDADE DE CIENCIAS SOCIAIS E HUMANAS SOBRAL PINTO - FAIESP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,MT,MT,Rondonópolis,Rondonópolis,MT,PRIVADA,FEDERAL
2795,FACULDADE SAO FRANCISCO DE ASSIS - FASFA,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,MT,MT,Nova Xavantina,Nova Xavantina,MT,PRIVADA,FEDERAL
2796,CENTRO UNIVERSITARIO DE IPORA - UNIPORÁ,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,GO,GO,Iporá,Iporá,GO,PRIVADA,FEDERAL
2797,FACULDADE DO LITORAL SUL - FLS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,SP,,Registro,,SP,PRIVADA,FEDERAL
2799,FANEESP - FACULDADE NACIONAL DE EDUCACAO E ENSINO SUPERIOR DO PARANA - FANEESP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PR,PR,Araucária,Araucária,PR,PRIVADA,FEDERAL
2804,FACULDADE CCAA - FAC CCAA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,RJ,RJ,Rio de Janeiro,Rio de Janeiro,RJ,PRIVADA,FEDERAL
2805,FACULDADE MODELO - FACIMOD,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PR,PR,Curitiba,Curitiba,PR,PRIVADA,FEDERAL
2806,FACULDADE EVANGELICA DE SAO PAULO - FAESP,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
2808,FACULDADES ITECNE DE CASCAVEL - ITECNE,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PR,PR,Cascavel,Cascavel,PR,PRIVADA,FEDERAL
281,CONSERVATORIO DRAMATICO MUSICAL SAO PAULO - CDMSP,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
2810,INSTITUTO SUPERIOR DE EDUCACAO ANISIO TEIXEIRA - ISEAT,FACULDADE,ESTADUAL,PÚBLICA ESTADUAL,EXTINTA,MG,MG,Ibirité,Ibirité,MG,PÚBLICA,ESTADUAL
2811,FACULDADE PAULUS DE TECNOLOGIA E COMUNICACAO - FAPCOM,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
2814,FACULDADE SAO SEBASTIAO -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,SP,SP,São Sebastião,São Sebastião,SP,PRIVADA,FEDERAL
282,FACULDADE DE CIENCIAS ADMINISTRATIVAS E CONTABEIS COSTA BRAGA - FCB,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
2821,FACULDADE ATITUS EDUCACAO ONLINE - ATITUS EDUCAÇÃO,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,RS,RS,Porto Alegre,Porto Alegre,RS,PRIVADA,FEDERAL
2826,FACULDADE NOSSA SENHORA DE FATIMA - FACULDADE FATIMA,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,RS,RS,Caxias do Sul,Caxias do Sul,RS,PRIVADA,FEDERAL
2827,FACULDADE DE EDUCACAO DO PIAUI - FAEPI,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PI,PI,Teresina,Teresina,PI,PRIVADA,FEDERAL
2828,FACULDADE ITABIRANA DE SAUDE - FISA,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,MG,MG,Itabira,Itabira,MG,PRIVADA,FEDERAL
283,FACULDADE DE EDUCACAO COSTA BRAGA - FCB,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
2831,FACULDADE DOM BOSCO DE GOIOERE - FDBG,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,PR,PR,Goioerê,Goioerê,PR,PRIVADA,FEDERAL
2832,FACULDADE SUCESSO - FAS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,PI,PI,Água Branca,Água Branca,PI,PRIVADA,FEDERAL
28321,FACULDADE DE MEDICINA UNIFAMETRO -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,CE,CE,Fortaleza,Fortaleza,CE,PRIVADA,FEDERAL
2835,CENTRO UNIVERSITARIO MAURICIO DE NASSAU - UNINASSAU,CENTRO UNIVERSITÁRIO,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PE,PE,Recife,Recife,PE,PRIVADA,FEDERAL
2836,FACULDADE SUL DA AMERICA - SULDAMERICA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,GO,GO,Aparecida de Goiânia,Aparecida de Goiânia,GO,PRIVADA,FEDERAL
28379,FACULDADE DE MEDICINA FASIPE DF -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,DF,,Brasília,,DF,PRIVADA,FEDERAL
284,AFYA FACULDADE DE MEDICINA DE ITAJUBA - AFYA ITAJUBÁ,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,MG,MG,Itajubá,Itajubá,MG,PRIVADA,FEDERAL
2840,FACULDADE METODISTA DE TEOLOGIA E CIENCIAS HUMANAS DA AMAZONIA - FATEO-PVH,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,RO,,Porto Velho,,RO,PRIVADA,FEDERAL
2841,FACULDADE PARANAPANEMA - FP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,PR,PR,Porecatu,Porecatu,PR,PRIVADA,FEDERAL
2843,FACULDADE DE CIENCIAS MEDICAS E DA SAUDE DE JUIZ DE FORA - FCMS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,MG,MG,Juiz de Fora,Juiz de Fora,MG,PRIVADA,FEDERAL
2844,FACULDADE SALESIANA DOM BOSCO DE PIRACICABA - SALESIANA,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,SP,SP,Piracicaba,Piracicaba,SP,PRIVADA,FEDERAL
2845,,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PB,PB,Campina Grande,Campina Grande,PB,PRIVADA,FEDERAL
2846,FACULDADE DE TEOLOGIA UMBANDISTA - F.T.U.,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,EXTINTA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
2849,ESCOLA SUPERIOR DOM HELDER CAMARA - ESDHC,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,MG,MG,Belo Horizonte,Belo Horizonte,MG,PRIVADA,FEDERAL
28498,"FACULDADE DE EDUCACAO, SUSTENTABILIDADE E TECNOLOGIA - FEST",FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RJ,,Rio de Janeiro,,RJ,PRIVADA,FEDERAL
28499,FACULDADE REZENDE ABREU -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MG,,Belo Horizonte,,MG,PRIVADA,FEDERAL
28500,FACULDADE SUDESTE - FASE,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,MG,MG,Belo Horizonte,Belo Horizonte,MG,PRIVADA,FEDERAL
28502,FACULDADE SENAI DE MINAS GERAIS - SENAI/MG,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,MG,MG,Contagem,Contagem,MG,PRIVADA,FEDERAL
28503,FACULDADE DE DESENVOLVIMENTO URBANO DE PARAUAPEBAS - FADUC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PA,PA,Parauapebas,Parauapebas,PA,PRIVADA,FEDERAL
28504,INSTITUTO PRAMANA -,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SP,,Valinhos,,SP,PRIVADA,FEDERAL
28505,FACULDADE UNILIFE - FACUNILIFE,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PB,,João Pessoa,,PB,PRIVADA,FEDERAL
28507,FACULDADE DE CIENCIAS MARITIMAS - FCMAR,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,RJ,,Maricá,,RJ,PRIVADA,FEDERAL
28508,FACULDADE INTEGRADA EM SAUDE E ESTETICA - FISE,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
28509,FACULDADE DOM BOSCO DA BAHIA - FDB,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,BA,BA,Camaçari,Camaçari,BA,PRIVADA,FEDERAL
28514,FACULDADE SOCRATES - SOCRATES,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MG,,Uberaba,,MG,PRIVADA,FEDERAL
28515,FACULDADE ESCOLA SUPERIOR DE ADVOCACIA DA OAB NACIONAL - ESA NACIONAL,FACULDADE,FEDERAL,PÚBLICA FEDERAL,ATIVA,DF,DF,Brasília,Brasília,DF,PÚBLICA,FEDERAL
28516,FACULDADE UNIVERSO DOS NEGOCIOS - UNINEGOCIOS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MT,,Cuiabá,,MT,PRIVADA,FEDERAL
28517,FACULDADE SANTINO - SANTINO,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PR,,Curitiba,,PR,PRIVADA,FEDERAL
28518,INSTITUTO DE SAUDE DO MARANHAO - ISM,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MA,,São Luís,,MA,PRIVADA,FEDERAL
28519,FACULDADE INTERCONTINENTAL - FAICON,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,SP,SP,Bauru,Bauru,SP,PRIVADA,FEDERAL
28520,FACULDADE DE TECNOLOGIA DO BRASIL DE SOROCABA - FATBRASIL,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,Sorocaba,,SP,PRIVADA,FEDERAL
28521,FACULDADE +A - +A,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RS,,Porto Alegre,,RS,PRIVADA,FEDERAL
28522,FACULDADE DE CIENCIAS MEDICAS SAPIENS - MEDSAPIENS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RO,,Porto Velho,,RO,PRIVADA,FEDERAL
28523,FACULDADE INTEGRADO DE RIBEIRAO PRETO/SP - RBSP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,Ribeirão Preto,,SP,PRIVADA,FEDERAL
28526,FACULDADE DE MEDICINA DE MACEIO -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,AL,,Maceió,,AL,PRIVADA,FEDERAL
2853,FACULDADE PITAGORAS DE TECNOLOGIA DE GUARAPARI -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,EXTINTA,ES,ES,Guarapari,Guarapari,ES,PRIVADA,FEDERAL
28535,FACULDADE FAMEC - FAMEC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,AM,AM,Manaus,Manaus,AM,PRIVADA,FEDERAL
28536,INSTITUTO DE EDUCACAO ROBERTO BERNARDES BARROSO - IERBB,ESCOLA DE GOVERNO,ESTADUAL,PÚBLICA ESTADUAL,ATIVA,RJ,,Rio de Janeiro,,RJ,PÚBLICA,ESTADUAL
28537,FACULDADE CAPIXABA DE NEGOCIOS - FACAN,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,ES,,Cariacica,,ES,PRIVADA,FEDERAL
28538,UP ENSINO SUPERIOR - UP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,GO,,Anápolis,,GO,PRIVADA,FEDERAL
28539,FACULDADE MINEIRA EDUCACIONAL - FME,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,MG,MG,Varginha,Varginha,MG,PRIVADA,FEDERAL
28540,FACULDADE SOMAS - SOMAS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MG,,Juiz de Fora,,MG,PRIVADA,FEDERAL
28541,FACULDADE VILAS BOAS DE NOVA MUTUM -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MT,,Nova Mutum,,MT,PRIVADA,FEDERAL
28542,COLEGIO TECNOLOGICO DO ESTADO DE GOIAS SEBASTIAO DE SIQUEIRA - COTEC SS,FACULDADE,ESTADUAL,PÚBLICA ESTADUAL,ATIVA,GO,GO,Goiânia,Goiânia,GO,PÚBLICA,ESTADUAL
28543,"FACULDADE DE GESTAO, EDUCACAO E SAUDE - FGS",FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MG,,Juiz de Fora,,MG,PRIVADA,FEDERAL
28544,FACULDADE DESEMBARGADOR PAULO FEITOZA - EIS FPFTECH,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,AM,AM,Manaus,Manaus,AM,PRIVADA,FEDERAL
28545,FACULDADE RANVIER -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
28546,ISANTACASA - INSTITUTO SANTA CASA DE EDUC PESQ E INOVACAO - ISANTACASA,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
28548,BP EDUCACAO - ENSINO SUPERIOR EM SAUDE - BPE - ESS,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,ATIVA,SP,SP,São Paulo,São Paulo,SP,PRIVADA,FEDERAL
28549,FACULDADE INTEGRADO DE BRASILIA/DF -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,DF,,Brasília,,DF,PRIVADA,FEDERAL
2855,FACULDADE SAO FRANCISCO DE ASSIS - UNIFIN,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,RS,RS,Porto Alegre,Porto Alegre,RS,PRIVADA,FEDERAL
28551,FACULDADE INTEGRADO DE SALVADOR/BA -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,BA,,Salvador,,BA,PRIVADA,FEDERAL
28557,FACULDADE INTEGRADO DE MACAPA/AP -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,AP,AP,Macapá,Macapá,AP,PRIVADA,FEDERAL
28558,FACULDADE INTEGRADO DE RIO BRANCO/AC -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,AC,,Rio Branco,,AC,PRIVADA,FEDERAL
28559,FACULDADE INTEGRADO DE SAO JOSE DO RIO PRETO/SP -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,São José do Rio Preto,,SP,PRIVADA,FEDERAL
28560,FACULDADE INTEGRADO DE SAO LUIZ/MA -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MA,,São Luís,,MA,PRIVADA,FEDERAL
28561,FACULDADE INTEGRADO DE TERESINA/PI -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PI,,Teresina,,PI,PRIVADA,FEDERAL
28562,FACULDADE INTEGRADO DE BOA VISTA/RR -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RR,,Boa Vista,,RR,PRIVADA,FEDERAL
28563,FACULDADE INTEGRADO DE FORTALEZA/CE -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,CE,,Fortaleza,,CE,PRIVADA,FEDERAL
28565,FACULDADE INTEGRADO DE RIO DE JANEIRO/RJ -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RJ,,Rio de Janeiro,,RJ,PRIVADA,FEDERAL
28566,FACULDADE DE MEDICINA DE BELO HORIZONTE - FACBEL,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,MG,,Belo Horizonte,,MG,PRIVADA,FEDERAL
28568,UP - ENSINO SUPERIOR - UP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,GO,,Anápolis,,GO,PRIVADA,FEDERAL
28569,FACULDADE EDUCACIONAL PERSEVERANCE -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RS,,Porto Alegre,,RS,PRIVADA,FEDERAL
28570,FACULDADE REPUBLICA DE SAO PAULO - FARESP - FARESP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
28571,FACULDADE DE EDUCACAO E SAUDE - SOFIA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,Campinas,,SP,PRIVADA,FEDERAL
28572,FACULDADE ANCLIVEPA ZONA SUL DE SAO PAULO -,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
28576,FACULDADE DE MEDICINA DE BELO HORIZONTE - FAMED,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MG,,Belo Horizonte,,MG,PRIVADA,FEDERAL
28577,FACULDADE AMPLIA - FAAMP,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
28578,FACULDADE BATISTA NACIONAL - FBN,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,RJ,,São João de Meriti,,RJ,PRIVADA,FEDERAL
28582,INSTITUTO DE EDUCACAO SUPERIOR E PESQUISA UNIREGISTRAL - UNIREGISTRAL,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SP,,São Paulo,,SP,PRIVADA,FEDERAL
2859,FACULDADE DE BELEM - FABEL,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,ATIVA,PA,PA,Belém,Belém,PA,PRIVADA,FEDERAL
28602,FACULDADE CTA CAMPINAS - CTA CAMPINAS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,Campinas,,SP,PRIVADA,FEDERAL
28603,FACULDADES DE CIENCIAS DA AMAZONIA - FCA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,AP,,Macapá,,AP,PRIVADA,FEDERAL
28606,FACULDADE BRASILEIRA DO SUDOESTE DA BAHIA - JEQUIE - FBBR - JEQUIE,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,BA,,Jequié,,BA,PRIVADA,FEDERAL
28607,FACULDADE DE MEDICINA DO VALE DO RIBEIRA - FMVR,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SP,,Registro,,SP,PRIVADA,FEDERAL
28608,FACULDADE ABRANGE - ABRANGE,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,RO,,Porto Velho,,RO,PRIVADA,FEDERAL
28610,FACULDADE DE MEDICINA FASIPE - FASIPEMED,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MT,,Sinop,,MT,PRIVADA,FEDERAL
28611,FACULDADE DE APARECIDA DE GOIANIA - FAG,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,GO,,Aparecida de Goiânia,,GO,PRIVADA,FEDERAL
28612,FACULDADE CYNTHIA CHARONE - FACCYN,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,PA,,Belém,,PA,PRIVADA,FEDERAL
28613,FACULDADE DE SAUDE DE GOIAS - FASG,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,GO,,Goiânia,,GO,PRIVADA,FEDERAL
28614,FACULDADE DE SAUDE DE SENADOR CANEDO - FASSC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,GO,,Senador Canedo,,GO,PRIVADA,FEDERAL
28615,FACULDADE DO INTERIOR DE SAO PAULO - FAINSP,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,SP,,Cordeirópolis,,SP,PRIVADA,FEDERAL
28616,FACULDADE EMERITUS - FAMERITUS,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,SE,,Aracaju,,SE,PRIVADA,FEDERAL
28617,FACULDADE UNIPAULISTA DE CIENCIAS E TECNOLOGIA - UNIVERPAULISTA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,BA,,Feira de Santana,,BA,PRIVADA,FEDERAL
28618,FACULDADE YADAIM OVDOT - FACYADAIM,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,DF,,Brasília,,DF,PRIVADA,FEDERAL
28621,FACULDADE INSTITUTO UNIVERSITARIO  PAULISTA - IUNIP,FACULDADE,FEDERAL,PRIVADA SEM FINS LUCRATIVOS,,BA,,Feira de Santana,,BA,PRIVADA,FEDERAL
28637,FACULDADE ORIENTAL DAS AMERICAS - FACORIENTAL,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,PB,,João Pessoa,,PB,PRIVADA,FEDERAL
28639,FACULDADE PAULISTA DE CIENCIAS E TECNOLOGIA - FPCTEC,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,BA,,Feira de Santana,,BA,PRIVADA,FEDERAL
28646,FACULDADE FONTELLA - FONTELLA,FACULDADE,FEDERAL,PRIVADA COM FINS LUCRATIVOS,,MG,,Belo Horizonte,,MG,PRIVADA,FEDERAL
